hostname,os,environment,country,node
LSITA023,Linux,Staging,Italy,23
HTITA009,HP-UX,Testing,Italy,9
APESP022,AIX,Production,Spain,22
ASDEU014,AIX,Staging,Germany,14
HTESP015,HP-UX,Testing,Spain,15
SSDEU019,Solaris,Staging,Germany,19
LTIRL039,Linux,Testing,Ireland,39
SSIRL031,Solaris,Staging,Ireland,31
HPNOR003,HP-UX,Production,Norway,3
HPDEU009,HP-UX,Production,Germany,9
LSDEU034,Linux,Staging,Germany,34
STNOR005,Solaris,Testing,Norway,5
LDFRA002,Linux,Development,France,2
LTIRL040,Linux,Testing,Ireland,40
SPITA020,Solaris,Production,Italy,20
SSIRL032,Solaris,Staging,Ireland,32
ASDEU015,AIX,Staging,Germany,15
SSIRL033,Solaris,Staging,Ireland,33
LPITA027,Linux,Production,Italy,27
LPITA028,Linux,Production,Italy,28
LSFRA011,Linux,Staging,France,11
SPNOR007,Solaris,Production,Norway,7
LDDEU017,Linux,Development,Germany,17
STDEU026,Solaris,Testing,Germany,26
SPDEU022,Solaris,Production,Germany,22
APIRL030,AIX,Production,Ireland,30
SPDEU023,Solaris,Production,Germany,23
HSIRL007,HP-UX,Staging,Ireland,7
HSFRA004,HP-UX,Staging,France,4
APIRL031,AIX,Production,Ireland,31
STITA018,Solaris,Testing,Italy,18
LPESP032,Linux,Production,Spain,32
SPESP023,Solaris,Production,Spain,23
LPITA029,Linux,Production,Italy,29
LTESP022,Linux,Testing,Spain,22
SIDEU012,Solaris,Integration,Germany,12
STNOR006,Solaris,Testing,Norway,6
SSITA026,Solaris,Staging,Italy,26
APESP023,AIX,Production,Spain,23
ASDEU016,AIX,Staging,Germany,16
SPIRL035,Solaris,Production,Ireland,35
HTFRA004,HP-UX,Testing,France,4
ASITA012,AIX,Staging,Italy,12
APIRL032,AIX,Production,Ireland,32
LSIRL040,Linux,Staging,Ireland,40
LTDEU024,Linux,Testing,Germany,24
STFRA006,Solaris,Testing,France,6
ADDEU003,AIX,Development,Germany,3
SDDEU008,Solaris,Development,Germany,8
SPNOR008,Solaris,Production,Norway,8
HPIRL011,HP-UX,Production,Ireland,11
LPDEU032,Linux,Production,Germany,32
SSESP018,Solaris,Staging,Spain,18
ADIRL007,AIX,Development,Ireland,7
LTDEU025,Linux,Testing,Germany,25
STITA019,Solaris,Testing,Italy,19
HPESP005,HP-UX,Production,Spain,5
LSITA024,Linux,Staging,Italy,24
SSIRL034,Solaris,Staging,Ireland,34
ADNOR002,AIX,Development,Norway,2
SDDEU009,Solaris,Development,Germany,9
SPDEU024,Solaris,Production,Germany,24
STIRL031,Solaris,Testing,Ireland,31
LDITA008,Linux,Development,Italy,8
LSDEU035,Linux,Staging,Germany,35
LSFRA012,Linux,Staging,France,12
ATIRL012,AIX,Testing,Ireland,12
APIRL033,AIX,Production,Ireland,33
HDITA002,HP-UX,Development,Italy,2
STITA020,Solaris,Testing,Italy,20
HSIRL008,HP-UX,Staging,Ireland,8
HTFRA005,HP-UX,Testing,France,5
SPESP024,Solaris,Production,Spain,24
LSIRL041,Linux,Staging,Ireland,41
SDNOR007,Solaris,Development,Norway,7
SPIRL036,Solaris,Production,Ireland,36
LPFRA013,Linux,Production,France,13
LTDEU026,Linux,Testing,Germany,26
SPDEU025,Solaris,Production,Germany,25
LPITA030,Linux,Production,Italy,30
SIIRL026,Solaris,Integration,Ireland,26
HTITA010,HP-UX,Testing,Italy,10
LDFRA003,Linux,Development,France,3
LSIRL042,Linux,Staging,Ireland,42
SPIRL037,Solaris,Production,Ireland,37
ATESP017,AIX,Testing,Spain,17
LDIRL013,Linux,Development,Ireland,13
LSESP020,Linux,Staging,Spain,20
LPIRL056,Linux,Production,Ireland,56
SSESP019,Solaris,Staging,Spain,19
STIRL032,Solaris,Testing,Ireland,32
LPESP033,Linux,Production,Spain,33
LSDEU036,Linux,Staging,Germany,36
LSITA025,Linux,Staging,Italy,25
LSIRL043,Linux,Staging,Ireland,43
APNOR003,AIX,Production,Norway,3
STESP017,Solaris,Testing,Spain,17
HPITA011,HP-UX,Production,Italy,11
LDIRL014,Linux,Development,Ireland,14
LPIRL057,Linux,Production,Ireland,57
APFRA010,AIX,Production,France,10
HSITA004,HP-UX,Staging,Italy,4
LPIRL058,Linux,Production,Ireland,58
SPIRL038,Solaris,Production,Ireland,38
LPESP034,Linux,Production,Spain,34
SPIRL039,Solaris,Production,Ireland,39
LIESP009,Linux,Integration,Spain,9
SSITA027,Solaris,Staging,Italy,27
STITA021,Solaris,Testing,Italy,21
LPDEU033,Linux,Production,Germany,33
STIRL033,Solaris,Testing,Ireland,33
LPITA031,Linux,Production,Italy,31
ATITA009,AIX,Testing,Italy,9
LDFRA004,Linux,Development,France,4
HSNOR001,HP-UX,Staging,Norway,1
LSITA026,Linux,Staging,Italy,26
SDDEU010,Solaris,Development,Germany,10
LDFRA005,Linux,Development,France,5
ASESP012,AIX,Staging,Spain,12
STDEU027,Solaris,Testing,Germany,27
LPIRL059,Linux,Production,Ireland,59
LTDEU027,Linux,Testing,Germany,27
HPDEU010,HP-UX,Production,Germany,10
STFRA007,Solaris,Testing,France,7
SDDEU011,Solaris,Development,Germany,11
SSDEU020,Solaris,Staging,Germany,20
STESP018,Solaris,Testing,Spain,18
LIIRL020,Linux,Integration,Ireland,20
SSIRL035,Solaris,Staging,Ireland,35
LIIRL021,Linux,Integration,Ireland,21
SSESP020,Solaris,Staging,Spain,20
ADIRL008,AIX,Development,Ireland,8
SPIRL040,Solaris,Production,Ireland,40
STIRL034,Solaris,Testing,Ireland,34
LTDEU028,Linux,Testing,Germany,28
LSNOR007,Linux,Staging,Norway,7
LPDEU034,Linux,Production,Germany,34
ATESP018,AIX,Testing,Spain,18
LPESP035,Linux,Production,Spain,35
STIRL035,Solaris,Testing,Ireland,35
SSFRA009,Solaris,Staging,France,9
STIRL036,Solaris,Testing,Ireland,36
LTIRL041,Linux,Testing,Ireland,41
LSIRL044,Linux,Staging,Ireland,44
LPESP036,Linux,Production,Spain,36
ATIRL013,AIX,Testing,Ireland,13
ATITA010,AIX,Testing,Italy,10
LTITA029,Linux,Testing,Italy,29
ATDEU010,AIX,Testing,Germany,10
LPDEU035,Linux,Production,Germany,35
ADIRL009,AIX,Development,Ireland,9
LSESP021,Linux,Staging,Spain,21
HINOR001,HP-UX,Integration,Norway,1
SDITA009,Solaris,Development,Italy,9
